id,name,weight,status,sport,fantasy_positions,college,player_id,practice_description,rotowire_id,active,position,number,last_name,height,injury_status,injury_body_part,injury_notes,practice_participation,high_school,team,sportradar_id,yahoo_id,years_exp,fantasy_data_id,hashtag,search_last_name,first_name,birth_city,espn_id,birth_date,search_first_name,news_updated,gsis_id,birth_country,birth_state,search_full_name,depth_chart_position,rotoworld_id,depth_chart_order,injury_start_date,stats_id
7514,Michael Pinckney,220,Inactive,nfl,['LB'],Miami,7514,,,True,LB,0,Pinckney,73,,,,,Raines (FL),,a377423e-416b-4a5d-b183-9f37645e447f,,1,,#michaelpinckney-NFL-FA-0,pinckney,Michael,,,1998-05-28,michael,,,,,michaelpinckney,,,,,
7515,Sergio Castillo,195,Active,nfl,['K'],West Texas A&amp;M,7515,,9844,True,K,6,Castillo,71,,,,,La Joya (TX),,1f2c7574-f56a-47b3-bd75-5dd0d5ff8d93,,8,,#sergiocastillo-NFL-FA-6,castillo,Sergio,,,1990-11-01,sergio,1608166802697,,,,sergiocastillo,,,,,
7516,Hunter Niswander,243,Active,nfl,['P'],Northwestern,7516,,15206,True,P,7,Niswander,77,,,,,Woodridge (OH),DAL,48efc038-96b7-4c63-a33c-41f6abe6d3de,,2,,#hunterniswander-NFL-DAL-7,niswander,Hunter,,,1994-11-26,hunter,1649957715076,,,,hunterniswander,,,,,
7517,Duplicate Player,175,Inactive,nfl,['WR'],Southern Mississippi,7517,,,False,WR,12,Player,"5'9""",,,,,St. Aloysius (MS),,,,0,,#duplicateplayer-NFL-FA-12,player,Duplicate,,,1998-07-12,duplicate,,,,,duplicateplayer,,,,,
7518,Taylor Russolino,160,Active,nfl,['K'],Millsaps,7518,,15225,True,K,0,Russolino,71,,,,,Archbishop Rummel (LA),,52766d25-2e8b-408f-ba3c-2ef9c3d082dc,,2,,#taylorrussolino-NFL-FA-0,russolino,Taylor,,,1989-05-23,taylor,1608600654642,,,,taylorrussolino,,,,,
7519,Aaron Patrick,245,Active,nfl,['DL'],Eastern Kentucky,7519,,15053,True,DE,94,Patrick,76,,,,,Meadowdale (OH),,fedf6815-1c7e-443c-8d99-633c72e81179,,2,,#aaronpatrick-NFL-FA-94,patrick,Aaron,,,1996-12-21,aaron,1704933942323,,,,aaronpatrick,,,,,
7520,Innis Gaines,202,Active,nfl,['DB'],TCU,7520,,15377,True,DB,38,Gaines,73,,,,,West Brook (TX),,3acd2909-ef8a-4a20-a859-001e6244d57f,,3,,#innisgaines-NFL-FA-38,gaines,Innis,,,1998-08-29,innis,1699745459440,,,,innisgaines,,,,,
7521,Chris Blair,215,Active,nfl,['WR'],Alcorn State,7521,,15376,True,WR,19,Blair,74,,,,,Louisville (MS),ATL,9281d541-8bcb-4785-a02e-76150910898e,,4,,#chrisblair-NFL-ATL-19,blair,Chris,,,1997-10-06,chris,1734829242349,,,,chrisblair,SWR,,7,,
7522,Hunter Thedford,260,Active,nfl,['TE'],Utah,7522,,15393,True,TE,60,Thedford,78,,,,,Comanche (TX),,a35bac80-e810-4e67-9ae2-348e9b0a79e4,,3,,#hunterthedford-NFL-FA-60,thedford,Hunter,,,1997-04-15,hunter,1685982004711,,,,hunterthedford,,,,,
7523,Trevor Lawrence,220,Active,nfl,['QB'],Clemson,7523,,15357,True,QB,16,Lawrence,78,Questionable,Shoulder - AC Joint,Surgery,,Cartersville (GA),JAX,aaa8b42c-4d87-45f6-bfd2-e31cfed9a736,,4,,#trevorlawrence-NFL-JAX-16,lawrence,Trevor,,,1999-10-06,trevor,1749576313954,,,,trevorlawrence,QB,,1,,
7524,Player Invalid,,Inactive,nfl,['WR'],,7524,,,False,WR,,Invalid,,,,,,,,,,0,,#playerinvalid-NFL-FA,invalid,Player,,,,player,,,,,playerinvalid,,,,,
7525,DeVonta Smith,170,Active,nfl,['WR'],Alabama,7525,,15406,True,WR,6,Smith,72,,,,,Amite (LA),PHI,3555d07e-57ae-43de-97d5-b1b5bf055f17,,4,,#devontasmith-NFL-PHI-6,smith,DeVonta,,,1998-11-14,devonta,1748468418593,,,,devontasmith,RWR,,2,,
7526,Jaylen Waddle,185,Active,nfl,['WR'],Alabama,7526,,15404,True,WR,17,Waddle,70,,,,,Episcopal (TX),MIA,0ff9a975-669d-4851-a95d-ab28d9fc29c4,,4,,#jaylenwaddle-NFL-MIA-17,waddle,Jaylen,,,1998-11-25,jaylen,1748455216684,,,,jaylenwaddle,LWR,,2,,
7527,Mac Jones,220,Active,nfl,['QB'],Alabama,7527,,15402,True,QB,10,Jones,75,,,,,The Bolles School (FL),SF,1fd00ec3-b758-46d2-a2c1-cca521ea8a54,,4,,#macjones-NFL-SF-10,jones,Mac,,,1998-09-05,mac,1741843518669,,,,macjones,QB,,2,,
7528,Najee Harris,242,Active,nfl,['RB'],Alabama,7528,,15468,True,RB,22,Harris,73,,,,,Antioch (CA),LAC,48ec58c3-ec26-4434-b005-8d34035e6667,,4,,#najeeharris-NFL-LAC-22,harris,Najee,,,1998-03-09,najee,1745589942707,,,,najeeharris,RB,,2,,
7529,Gary Brightwell,218,Active,nfl,['RB'],Arizona,7529,,15343,True,RB,32,Brightwell,73,,,,,St. Frances Academy (MD),CIN,94bde2c7-7229-4bf0-a545-5950cf3c7927,,4,,#garybrightwell-NFL-CIN-32,brightwell,Gary,,,1998-02-28,gary,1736289611989,,,,garybrightwell,RB,,5,,
7530,Frank Darby,200,Active,nfl,['WR'],Arizona State,7530,,15465,True,WR,3,Darby,73,Questionable,Undisclosed,,,Lincoln (NJ),,52f8f4a4-3d70-4d43-9a3d-9f7356033f2f,,3,,#frankdarby-NFL-FA-3,darby,Frank,,,1997-09-08,frank,1724198127525,,,,frankdarby,,,,,
7531,Feleipe Franks,241,Active,nfl,['TE'],Arkansas,7531,,15324,True,TE,84,Franks,78,,,,,Wakulla (FL),ATL,79a849be-0552-4da9-89ff-11d20a7a764a,,4,,#feleipefranks-NFL-ATL-84,franks,Feleipe,,,1997-12-22,feleipe,1742515530706,,,,feleipefranks,TE,,4,,
7532,Rakeem Boyd,206,Inactive,nfl,['RB'],Arkansas,7532,,15224,True,RB,35,Boyd,72,,,,,Stratford (TX),,3d959d65-5c4c-4de4-bc6a-1bbc4f0c0bcf,,1,,#rakeemboyd-NFL-FA-35,boyd,Rakeem,,,,rakeem,1641948658473,,,,rakeemboyd,,,,,
7533,Anthony Schwartz,195,Active,nfl,['WR'],Auburn,7533,,15334,True,WR,84,Schwartz,72,Questionable,Knee,Sprain,,American Heritage (FL),,98374ffa-8c40-49ce-bc85-745ad7d74f91,,4,,#anthonyschwartz-NFL-FA-84,schwartz,Anthony,,,2000-09-05,anthony,1724617234475,,,,anthonyschwartz,,,,,
7534,Seth Williams,211,Active,nfl,['WR'],Auburn,7534,,15405,True,WR,13,Williams,74,,,,,Paul W. Bryant (AL),,f3debe3e-27e4-4c4a-867a-ec537b5a7826,,4,,#sethwilliams-NFL-FA-13,williams,Seth,,,2000-04-10,seth,1746663018099,,,,sethwilliams,,,,,
7535,Hunter Long,243,Active,nfl,['TE'],Boston College,7535,,15246,True,TE,84,Long,77,,,,,Deerfield Academy (MA),JAX,ebc576d0-a98b-4f82-aaf9-901a3911487d,,4,,#hunterlong-NFL-JAX-84,long,Hunter,,,1998-08-19,hunter,1741673761306,,,,hunterlong,TE,,2,,
7536,Quintin Morris,252,Active,nfl,['TE'],Bowling Green,7536,,15460,True,TE,45,Morris,74,,,,,George Ranch (TX),JAX,eab74cbc-ed11-46b3-bd16-1d4c997adc22,,4,,#quintinmorris-NFL-JAX-45,morris,Quintin,,,1999-01-21,quintin,1747267532945,,,,quintinmorris,TE,,4,,
7537,Jaret Patterson,195,Active,nfl,['RB'],Buffalo,7537,,15315,True,RB,34,Patterson,68,,,,,Saint Vincent Pallotti (MD),LAC,82996e3b-b72d-41ca-8eb1-91e462ceff85,,4,,#jaretpatterson-NFL-LAC-34,patterson,Jaret,,,1999-12-23,jaret,1736816443759,,,,jaretpatterson,RB,,6,,
7538,Zach Wilson,214,Active,nfl,['QB'],BYU,7538,,15330,True,QB,0,Wilson,74,,,,,Corner Canyon (UT),MIA,17bb63b1-1b0e-48e1-baf7-55cd314d0e62,,4,,#zachwilson-NFL-MIA-0,wilson,Zach,,,1999-08-03,zach,1741670160699,,,,zachwilson,QB,,2,,
7539,Gerrid Doaks,228,Active,nfl,['RB'],Cincinnati,7539,,15331,True,RB,26,Doaks,71,,,,,Lawrence Central (IN),,7d4333b3-8979-4920-9cfc-13fce89b7a3f,,3,,#gerriddoaks-NFL-FA-26,doaks,Gerrid,,,1998-06-09,gerrid,1715609407791,,,,gerriddoaks,,,,,
7540,Amari Rodgers,212,Active,nfl,['WR'],Clemson,7540,,15441,True,WR,3,Rodgers,69,,,,,Knoxville Catholic (TN),,e47ca6ed-c988-4cad-b4a4-181c67463748,,2,,#amarirodgers-NFL-FA-3,rodgers,Amari,,,1999-09-23,amari,1697848503163,,,,amarirodgers,,,,,
7541,Cornell Powell,205,Active,nfl,['WR'],Clemson,7541,,15446,True,WR,0,Powell,72,,,,,JH Rose (NC),,bc25629f-1501-4f58-ae46-c6cf502a4b13,,4,,#cornellpowell-NFL-FA-0,powell,Cornell,,,1997-10-30,cornell,1740200424468,,,,cornellpowell,,,,,
7543,Travis Etienne,215,Active,nfl,['RB'],Clemson,7543,,15385,True,RB,1,Etienne,70,,,,,Jennings (LA),JAX,970693f0-0af4-4627-ac0c-bf519f7433ee,,4,,#travisetienne-NFL-JAX-1,etienne,Travis,,,1999-01-26,travis,1749828058510,,,,travisetienne,RB,,1,,
7544,Player Invalid,,Inactive,nfl,['RB'],,7544,,,False,RB,,Invalid,,,,,,,,,,0,,#playerinvalid-NFL-FA,invalid,Player,,,,player,,,,,playerinvalid,,,,,
7545,Marlon Williams,215,Inactive,nfl,['WR'],UCF,7545,,15279,True,WR,0,Williams,72,,,,,McGill-Toolen,,0c117c69-d409-4dfd-8e02-e55988301b2b,,1,,#marlonwilliams-NFL-FA-0,williams,Marlon,,,,marlon,1620062736674,,,,marlonwilliams,,,,,
7546,Tre Nixon,190,Active,nfl,['WR'],UCF,7546,,15525,True,WR,82,Nixon,74,,,,,Viera (FL),,c552a87b-4612-49f2-a6a4-55a5e26787c7,,3,,#trenixon-NFL-FA-82,nixon,Tre,,,1998-01-26,tre,1720548639800,,,,trenixon,,,,,
7547,Amon-Ra St. Brown,202,Active,nfl,['WR'],USC,7547,,15332,True,WR,14,St. Brown,72,Questionable,Knee,Surgery,,Mater Dei (CA),DET,26ef0447-29b8-4dd1-9831-dcbf8132bb74,,4,,#amonrastbrown-NFL-DET-14,stbrown,Amon-Ra,,,1999-10-24,amonra,1749223244471,,,,amonrastbrown,SWR,,1,,
7548,Tyler Vaughns,184,Active,nfl,['WR'],USC,7548,,15419,True,WR,80,Vaughns,74,,,,,Bishop Amat (CA),,eec927ed-221c-413c-a91c-ab1ed1bb038a,,1,,#tylervaughns-NFL-FA-80,vaughns,Tyler,,,1997-06-01,tyler,1642544408184,,,,tylervaughns,,,,,
7549,CJ Marable,200,Active,nfl,['RB'],Coastal Carolina,7549,,15308,True,RB,37,Marable,70,,,,,Towers (GA),,a7c0f9fe-fdb4-4fd9-a6c0-a11ef3527a7c,,2,,#cjmarable-NFL-FA-37,marable,CJ,,,1997-02-02,cj,1693173341674,,,,cjmarable,,,,,
7550,Warren Jackson,219,Active,nfl,['WR'],Colorado State,7550,,15173,True,WR,83,Jackson,78,Questionable,Undisclosed,,,Bishop Alemany (CA),,7f39a9fe-319b-48e4-8882-ac817ed8ce30,,1,,#warrenjackson-NFL-FA-83,jackson,Warren,,,1999-06-16,warren,1661950256282,,,,warrenjackson,,,,,
7551,Deon Jackson,218,Active,nfl,['RB'],Duke,7551,,15635,True,RB,38,Jackson,72,,,,,Pace Academy (GA),,3833681f-0164-4dbf-bfae-ea33115daafb,,3,,#deonjackson-NFL-FA-38,jackson,Deon,,,1999-02-18,deon,1724809559747,,,,deonjackson,,,,,
7552,Blake Proehl,190,Active,nfl,['WR'],East Carolina,7552,,15230,True,WR,13,Proehl,73,,,,,Providence (NC),,b4a3566b-d533-4860-9133-c7e6ac22ab65,,2,,#blakeproehl-NFL-FA-13,proehl,Blake,,,1999-01-12,blake,1693347610423,,,,blakeproehl,,,,,
7553,Kyle Pitts,250,Active,nfl,['TE'],Florida,7553,,15265,True,TE,8,Pitts,78,Questionable,Foot,,,Archbishop Wood (PA),ATL,1f3deb24-9ff8-4769-8f42-825eff7742f6,,4,,#kylepitts-NFL-ATL-8,pitts,Kyle,,,2000-10-06,kyle,1749689449064,,,,kylepitts,TE,,1,,
7554,Tre' McKitty,246,Active,nfl,['TE'],Georgia,7554,,15252,True,TE,87,McKitty,76,,,,,IMG Academy (FL),,2ac90a86-c585-4c12-894d-a805a0c94cc3,,4,,#tremckitty-NFL-FA-87,mckitty,Tre',,,1999-01-12,tre,1750406144195,,,,tremckitty,,,,,
7555,Jamie Newman,230,Inactive,nfl,['QB'],Georgia,7555,,15186,True,QB,10,Newman,76,,,,,Graham (NC),,22fd9495-1745-42eb-baf2-19631176d97f,,1,,#jamienewman-NFL-FA-10,newman,Jamie,,,1997-12-01,jamie,1623297314824,,,,jamienewman,,,,,
7556,Marquez Stevenson,180,Active,nfl,['WR'],Houston,7556,,15436,True,WR,13,Stevenson,70,,,,,Northwood (LA),,e6f6dd1f-536f-41be-bf56-7ea6999d5b2c,,2,,#marquezstevenson-NFL-FA-13,stevenson,Marquez,,,1998-03-26,marquez,1696978537827,,,,marquezstevenson,,,,,
7557,Player Invalid,,Inactive,nfl,['TE'],,7557,,,False,TE,,Invalid,,,,,,,,,,0,,#playerinvalid-NFL-FA,invalid,Player,,,,player,,,,,playerinvalid,,,,,
7558,Whop Philyor,182,Active,nfl,['WR'],Indiana,7558,,15418,True,WR,0,Philyor,71,,,,,Plant (FL),,a9ad5705-6ee6-483c-b1ee-6f257ad94514,,1,,#whopphilyor-NFL-FA-0,philyor,Whop,,,1998-07-31,whop,1630453253152,,,,whopphilyor,,,,,
7559,Ihmir Smith-Marsette,185,Active,nfl,['WR'],Iowa,7559,,15287,True,WR,87,Smith-Marsette,73,,,,,Weequahic (NJ),NYG,39156891-0d05-470b-8b64-751602820bb1,,4,,#ihmirsmithmarsette-NFL-NYG-87,smithmarsette,Ihmir,,,1999-08-29,ihmir,1741821916872,,,,ihmirsmithmarsette,SWR,,6,,
7560,Pooka Williams,177,Active,nfl,['RB'],Kansas,7560,,15223,True,RB,12,Williams,69,,,,,Hahnville (LA),,5bf3aeab-9430-4b76-a4fc-e973a0c8b3b1,,1,,#pookawilliams-NFL-FA-12,williams,Pooka,,,1999-06-19,pooka,1660500636702,,,,pookawilliams,,,,,
7561,Elijah Mitchell,200,Active,nfl,['RB'],Louisiana,7561,,15379,True,RB,25,Mitchell,70,,,,,Erath (LA),KC,8ba68abf-e9d2-4927-bf8d-476f271d840c,,4,,#elijahmitchell-NFL-KC-25,mitchell,Elijah,,,1998-05-02,elijah,1741626006702,,,,elijahmitchell,RB,,3,,
7562,Tutu Atwell,165,Active,nfl,['WR'],Louisville,7562,,15229,True,WR,5,Atwell,69,,,,,Miami Northwestern (FL),LAR,7dc49535-f9dd-44b0-94f2-08ac6470130b,,4,,#tutuatwell-NFL-LAR-5,atwell,Tutu,,,1999-10-07,tutu,1743636622249,,,,tutuatwell,LWR,,3,,
7563,Javian Hawkins,196,Active,nfl,['RB'],Louisville,7563,,15207,True,RB,14,Hawkins,69,,,,,Cocoa (FL),,5c4763e0-656f-4d97-b72e-7939c2610558,,1,,#javianhawkins-NFL-FA-14,hawkins,Javian,,,1999-11-03,javian,1651692013321,,,,javianhawkins,,,,,
7564,Ja'Marr Chase,205,Active,nfl,['WR'],LSU,7564,,15183,True,WR,1,Chase,72,,,,,Archbishop Rummel (LA),CIN,fa99e984-d63b-4ef4-a164-407f68a7eeaf,,4,,#jamarrchase-NFL-CIN-1,chase,Ja'Marr,,,2000-03-01,jamarr,1742181657670,,,,jamarrchase,LWR,,1,,
7565,Terrace Marshall,200,Active,nfl,['WR'],LSU,7565,,15214,True,WR,46,Marshall,74,,,,,Parkway (LA),PHI,69388223-d1e7-46c3-9106-e10edb7073e9,,4,,#terracemarshall-NFL-PHI-46,marshall,Terrace,,,2000-06-09,terrace,1744595160092,,,,terracemarshall,RWR,,6,,
7566,Player Invalid,,Inactive,nfl,['WR'],,7566,,,False,WR,,Invalid,,,,,,,,,,0,,#playerinvalid-NFL-FA,invalid,Player,,,,player,,,,,playerinvalid,,,,,
7567,Kenneth Gainwell,200,Active,nfl,['RB'],Memphis,7567,,15222,True,RB,14,Gainwell,69,,,,,Yazoo County (MS),PIT,e2a5882a-dcc1-4800-889f-3b957b21834f,,4,,#kennethgainwell-NFL-PIT-14,gainwell,Kenneth,,,1999-03-14,kenneth,1741764313000,,,,kennethgainwell,RB,,3,,
7568,Brevin Jordan,245,Active,nfl,['TE'],Miami (FL),7568,,15369,True,TE,9,Jordan,75,Questionable,Knee - ACL,Surgery,,Bishop Gorman (NV),HOU,8ffb5c07-4aa1-4796-b1ab-30c1ab0ccc4c,,4,,#brevinjordan-NFL-HOU-9,jordan,Brevin,,,2000-07-16,brevin,1733417727007,,,,brevinjordan,TE,,3,,
7569,Nico Collins,222,Active,nfl,['WR'],Michigan,7569,,15200,True,WR,12,Collins,76,,,,,Clay-Chalkville (AL),HOU,bd56a50c-5fae-4ee2-8363-f74ae07b6887,,4,,#nicocollins-NFL-HOU-12,collins,Nico,,,1999-03-19,nico,1741196144900,,,,nicocollins,LWR,,1,,
7570,Player Invalid,,Inactive,nfl,['WR'],,7570,,,False,WR,,Invalid,,,,,,,,,,0,,#playerinvalid-NFL-FA,invalid,Player,,,,player,1691982903072,,,,playerinvalid,,,,,
7571,Rashod Bateman,195,Active,nfl,['WR'],Minnesota,7571,,15210,True,WR,7,Bateman,73,,,,,Tift County (GA),BAL,d9f8b92b-69d4-4d83-9bf2-106ee523efed,,4,,#rashodbateman-NFL-BAL-7,bateman,Rashod,,,1999-11-29,rashod,1749137136786,,,,rashodbateman,SWR,,2,,
7572,Kylin Hill,214,Active,nfl,['RB'],Mississippi State,7572,,14379,True,RB,32,Hill,70,,,,,Columbus (MS),,0f5abff3-bb58-43bc-a915-daa341bf3a67,,1,,#kylinhill-NFL-FA-32,hill,Kylin,,,1998-08-18,kylin,1692825044155,,,,kylinhill,,,,,
7573,Damon Hazelton,215,Active,nfl,['WR'],Missouri,7573,,15341,True,WR,86,Hazelton,75,,,,,Franklin (MD),,5b6cc8aa-ee60-4533-b261-58930228faae,,1,,#damonhazelton-NFL-FA-86,hazelton,Damon,,,1997-02-28,damon,1654032943764,,,,damonhazelton,,,,,
7574,Larry Rountree,210,Active,nfl,['RB'],Missouri,7574,,15432,True,RB,30,Rountree,70,,,,,Millbrook (NC),,21e671a3-1260-4e1a-954c-005a290cf06b,,2,,#larryrountree-NFL-FA-30,rountree,Larry,,,1999-02-13,larry,1694541022349,,,,larryrountree,,,,,
7576,Sage Surratt,234,Active,nfl,['TE'],Wake Forest,7576,,15174,True,TE,47,Surratt,75,Questionable,Ankle,,,East Lincoln (NC),,9b56915f-c7c6-48df-84c8-ba78063fbe8d,,3,,#sagesurratt-NFL-FA-47,surratt,Sage,,,1998-04-13,sage,1725314745424,,,,sagesurratt,,,,,
7578,Myron Mitchell,185,Active,nfl,['WR'],UAB,7578,,15295,True,WR,87,Mitchell,73,,,,,Jasper (AL),,97eee51c-7403-4ccf-90a1-7d8a2aba7ed5,,1,,#myronmitchell-NFL-FA-87,mitchell,Myron,,,1998-06-17,myron,1661792747411,,,,myronmitchell,,,,,
7579,Austin Watkins,210,Active,nfl,['WR'],UAB,7579,,15434,True,WR,41,Watkins,75,,,,,North Fort Myers (FL),,dda1c351-8148-4c26-9bc0-1d906065290f,,3,,#austinwatkins-NFL-FA-41,watkins,Austin,,,1998-02-16,austin,1724703644508,,,,austinwatkins,,,,,
7580,Khalil McClain,222,Active,nfl,['WR'],Troy,7580,,15726,True,WR,0,McClain,76,,,,,Creekside (GA),,31155d8d-181f-4e7c-9fd7-979841837d22,,1,,#khalilmcclain-NFL-FA-0,mcclain,Khalil,,,1999-03-19,khalil,1629149443462,,,,khalilmcclain,,,,,
7581,Kellen Mond,217,Active,nfl,['QB'],Texas A&M,7581,,15470,True,QB,2,Mond,75,,,,,IMG Academy (FL),,631e6ad5-0a97-4b3a-a45e-6179b0ec6c4e,,3,,#kellenmond-NFL-FA-2,mond,Kellen,,,1999-06-22,kellen,1715220016326,,,,kellenmond,,,,,
7582,Jhamon Ausbon,218,Active,nfl,['WR'],Texas A&M,7582,,15576,True,WR,48,Ausbon,74,,,,,IMG Academy (FL),,5a55bceb-bc9e-4d41-99d9-490f5e6441ad,,1,,#jhamonausbon-NFL-FA-48,ausbon,Jhamon,,,1999-09-03,jhamon,1629687049340,,,,jhamonausbon,,,,,
7583,Sam Ehlinger,222,Active,nfl,['QB'],Texas,7583,,15328,True,QB,4,Ehlinger,73,,,,,Westlake (TX),DEN,59f4acd0-971a-4470-ab8d-17900a4b128a,,4,,#samehlinger-NFL-DEN-4,ehlinger,Sam,,,1998-09-30,sam,1743614122646,,,,samehlinger,QB,,3,,
7584,Brennan Eagles,229,Active,nfl,['WR'],Texas,7584,,15572,True,WR,0,Eagles,76,,,,,Alief Taylor (TX),,b67f1dea-6093-4109-8c0a-ded4ff0e1984,,1,,#brennaneagles-NFL-FA-0,eagles,Brennan,,,,brennan,1629259548861,,,,brennaneagles,,,,,
7585,Davis Mills,225,Active,nfl,['QB'],Stanford,7585,,15542,True,QB,10,Mills,76,,,,,Greater Atlanta Christian School (GA),HOU,7d51fab7-2d52-4d19-a021-19a123af0d10,,4,,#davismills-NFL-HOU-10,mills,Davis,,,1998-10-21,davis,1736260509896,,,,davismills,QB,,2,,
7586,Dazz Newsome,184,Active,nfl,['WR'],North Carolina,7586,,15560,True,WR,84,Newsome,70,,,,,Hampton (VA),,00a63233-ecb5-4415-94ef-723c6556b85e,,2,,#dazznewsome-NFL-FA-84,newsome,Dazz,,,1999-05-15,dazz,1692729041230,,,,dazznewsome,,,,,
7587,Dyami Brown,195,Active,nfl,['WR'],North Carolina,7587,,15274,True,WR,5,Brown,72,,,,,West Mecklenburg (NC),JAX,0fb60ada-bdd3-4d74-8c98-058303a1649a,,4,,#dyamibrown-NFL-JAX-5,brown,Dyami,,,1999-11-01,dyami,1741634708607,,,,dyamibrown,LWR,,3,,
7588,Javonte Williams,220,Active,nfl,['RB'],North Carolina,7588,,15306,True,RB,33,Williams,70,,,,,Wallace-Rose Hill (NC),DAL,889dcdc5-3d88-45df-9677-5ad7ff87c011,,4,,#javontewilliams-NFL-DAL-33,williams,Javonte,,,2000-04-25,javonte,1747839625175,,,,javontewilliams,RB,,1,,
7589,Ian Book,206,Active,nfl,['QB'],Notre Dame,7589,,15368,True,QB,13,Book,72,,,,,Oak Ridge (CA),,0d3113f7-2a82-4fba-a0ab-bfe068746a8a,,4,,#ianbook-NFL-FA-13,book,Ian,,,1998-03-30,ian,1736453740304,,,,ianbook,,,,,
7591,Justin Fields,227,Active,nfl,['QB'],Ohio State,7591,,15416,True,QB,7,Fields,75,,,,,Harrison (GA),NYJ,cf15be8f-9117-4531-a517-2b9c7cb3e9e1,,4,,#justinfields-NFL-NYJ-7,fields,Justin,,,1999-03-05,justin,1743367803188,,,,justinfields,QB,,1,,
7593,Trey Sermon,215,Active,nfl,['RB'],Ohio State,7593,,15413,True,RB,27,Sermon,72,,,,,Sprayberry (GA),PIT,b7146193-fcd1-4b02-a6da-625fe467f60e,,4,,#treysermon-NFL-PIT-27,sermon,Trey,,,1999-01-30,trey,1747075835357,,,,treysermon,RB,,5,,
7594,Chuba Hubbard,210,Active,nfl,['RB'],Oklahoma State,7594,,15242,True,RB,30,Hubbard,73,,,,,Bev Facey (CAN),CAR,32205e74-b23f-420a-b312-465b29260745,,4,,#chubahubbard-NFL-CAR-30,hubbard,Chuba,,,1999-06-11,chuba,1741886427885,,,,chubahubbard,RB,,1,,
7595,Tylan Wallace,202,Active,nfl,['WR'],Oklahoma State,7595,,15310,True,WR,16,Wallace,71,,,,,South Hills (TX),BAL,29269863-13cf-4c66-ac3c-5d9a47e2040a,,4,,#tylanwallace-NFL-BAL-16,wallace,Tylan,,,1999-05-13,tylan,1741844118684,,,,tylanwallace,RWR,,7,,
7596,Elijah Moore,178,Active,nfl,['WR'],Ole Miss,7596,,15280,True,WR,18,Moore,70,,,,,St. Thomas Aquinas (FL),BUF,b1935e20-6bd6-4863-8d7e-702ec403491f,,4,,#elijahmoore-NFL-BUF-18,moore,Elijah,,,2000-03-27,elijah,1746069336391,,,,elijahmoore,SWR,,5,,
7597,Kenny Yeboah,250,Active,nfl,['TE'],Ole Miss,7597,,15339,True,TE,88,Yeboah,76,,,,,Parkland (PA),DET,990c2825-ca25-4da9-9966-269363a9bb91,,4,,#kennyyeboah-NFL-DET-88,yeboah,Kenny,,,1998-10-30,kenny,1742013339244,,,,kennyyeboah,TE,,4,,
7599,Jermar Jefferson,215,Active,nfl,['RB'],Oregon State,7599,,15296,True,RB,28,Jefferson,70,,,,,Narbonne (CA),,de456390-b27b-4146-87b9-0267f1ea8db4,,4,,#jermarjefferson-NFL-FA-28,jefferson,Jermar,,,2000-04-15,jermar,1735686624823,,,,jermarjefferson,,,,,
7600,Pat Freiermuth,258,Active,nfl,['TE'],Penn State,7600,,15267,True,TE,88,Freiermuth,77,,,,,Brooks School (MA),PIT,04f0fefe-9d9d-44f5-94ea-6df2a42df3c6,,4,,#patfreiermuth-NFL-PIT-88,freiermuth,Pat,,,1998-10-25,pat,1736661052729,,,,patfreiermuth,TE,,1,,
7601,Rondale Moore,181,Active,nfl,['WR'],Purdue,7601,,15514,True,WR,4,Moore,67,,,,,Trinity (KY),MIN,975555d0-fe82-4e88-90f4-d690f5000671,,4,,#rondalemoore-NFL-MIN-4,moore,Rondale,,,2000-06-09,rondale,1749224743863,,,,rondalemoore,SWR,,5,,
7602,Kylen Granson,242,Active,nfl,['TE'],SMU,7602,,15245,True,TE,83,Granson,75,,,,,Westlake (TX),PHI,bcc0167c-05fd-4b23-981e-60b8784ceb33,,4,,#kylengranson-NFL-PHI-83,granson,Kylen,,,1998-03-27,kylen,1741984237349,,,,kylengranson,TE,,3,,
7603,Shi Smith,190,Active,nfl,['WR'],South Carolina,7603,,15226,True,WR,80,Smith,70,Sus,Suspension,,,Union County (SC),,1e664071-60d0-47da-94c8-e5c8617e11f6,,3,,#shismith-NFL-FA-80,smith,Shi,,,1998-10-26,shi,1728519335422,,,,shismith,,,,,
7604,Tamorrion Terry,207,Inactive,nfl,['WR'],Florida State,7604,,15217,False,WR,83,Terry,75,,,,,Turner County (GA),,c07ed6d0-af1a-45d6-b4af-ef2dc6f93af6,,0,,#tamorrionterry-NFL-FA-83,terry,Tamorrion,,,1998-03-21,tamorrion,1625153161182,,,,tamorrionterry,,,,,
7605,Kyle Trask,236,Active,nfl,['QB'],Florida,7605,,15335,True,QB,2,Trask,77,,,,,Manvel (TX),TB,13038760-a019-4e2a-9aea-f13d7dce5bda,,4,,#kyletrask-NFL-TB-2,trask,Kyle,,,1998-03-06,kyle,1741844118760,,,,kyletrask,QB,,2,,
7606,Kadarius Toney,193,Active,nfl,['WR'],Florida,7606,,15336,True,WR,87,Toney,72,,,,,Blount (AL),,b4af6462-3e3a-49d5-9d96-482ad9f3c0c8,,3,,#kadariustoney-NFL-FA-87,toney,Kadarius,,,1999-01-27,kadarius,1739399431162,,,,kadariustoney,,,,,
